CUSTOMER_ID,ASSESSMENT_YEAR,PRODUCT_DEMAND,OWNERS_MANAGEMENT,ACCESS_CREDIT,PROFITABILITY,SHORT_TERM_LIQUIDITY,MEDIUM_TERM_LIQUIDITY,GROUP_FLAG,TURNOVER,INDUSTRY,DEFAULT_FLAG
1586227,2003,55,60,50,50,50,47,1,7922500.46,Manufacturing,0
1602379,2003,50,60,50,45,45,55,1,7922500.46,Other,0
1596505,2007,55,60,65,65,65,60,0,7922651.27,Manufacturing,0
204193,2008,55,60,55,50,55,55,0,7923413.34,Manufacturing,0
1593092,2004,55,60,50,50,50,50,1,7923961.41,"Transport, Storage and Communications Infrastructure",0
1563904,2004,65,70,65,50,50,55,1,7932270.93,Property and Construction Sectors,0
203479,2006,55,55,50,50,50,50,1,7935266.27,Manufacturing,0
1553309,2006,50,50,50,49,49,51,1,7936416,Manufacturing,0
1597474,2003,65,60,56,60,60,60,1,7939400.93,Trade,0
4292056,2008,65,68,65,55,58,66,1,7941476.38,"Agriculture, Livestock and Fisheries",0
1595612,2007,62,64,58,55,58,64,1,7950979.48,Manufacturing,0
3377544,2008,55,55,58,52,55,55,0,7951461.02,Manufacturing,0
1597987,2002,65,60,65,65,65,65,1,7951571.46,Property and Construction Sectors,0
1603178,2006,64,62,61,63,62,64,1,7951710.23,Trade,0
1617611,2008,56,54,50,50,50,50,1,7953298.55,Property and Construction Sectors,0
1589940,2002,62,72,68,67,68,68,1,7953430.2,Trade,0
1564524,2003,50,70,60,60,60,65,1,7953471.06,Property and Construction Sectors,0
4301987,2008,60,66,50,52,52,53,1,7956989.5,Property and Construction Sectors,0
1553600,2001,65,65,50,50,50,50,0,7957298.09,Manufacturing,0
1592750,2004,60,50,55,45,55,55,0,7957750.54,Property and Construction Sectors,0
1596122,2006,55,56,56,56,55,58,0,7957800,Manufacturing,0
4492428,2008,55,56,55,52,20,52,0,7960623.95,Manufacturing,0
4492428,2008,55,57,58,52,30,53,0,7960623.95,Manufacturing,0
4492428,2007,58,60,60,53,58,60,0,7960623.95,Manufacturing,0
4492428,2008,40,53,50,50,40,40,1,7960623.95,Manufacturing,0
1571749,2006,58,56,52,50,55,55,0,7967519.38,Manufacturing,0
1559899,2008,45,49,30,45,30,30,1,7970051.08,Property and Construction Sectors,1
1564681,2002,55,60,60,55,60,55,0,7972591.63,Manufacturing,0
1590443,2001,55,60,50,50,60,55,1,7976935.2,Manufacturing,0
1598414,2003,55,75,55,50,50,60,1,7977039.76,Trade,0
1555968,2003,55,55,50,45,50,50,0,7979197,"Agriculture, Livestock and Fisheries",0
1599710,2008,40,55,45,40,43,40,1,7982565.22,Manufacturing,1
3413997,2008,48,48,48,48,48,48,1,7982565.22,Extractive Industries ,1
1558709,2006,55,65,60,60,60,70,1,7982623.84,Hotels and Leisure,0
3363253,2005,70,65,70,65,70,65,0,7992651.45,Manufacturing,0
1563280,2001,50,50,50,50,50,50,1,7993550.9,Manufacturing,0
1584218,2005,60,65,60,56,56,56,1,7996851.83,Property and Construction Sectors,0
4767024,2008,58,58,55,52,55,55,1,7998091.23,Manufacturing,0
4767024,2008,55,55,55,52,53,53,1,7998091.23,Manufacturing,0
1570508,2008,41,47,40,38,40,40,1,8000000,Trade,1
1594007,2002,68,61,61,50,59,62,0,8000644.21,"Electricity, Gas and Water ",0
1555505,2002,55,60,55,55,60,60,1,8004570.78,Trade,0
1551991,2004,55,52,50,50,52,52,0,8009640.12,Manufacturing,0
1584702,2003,55,60,50,50,50,45,1,8010100.05,Property and Construction Sectors,0
2410110,2007,60,60,56,60,65,55,0,8013756.27,Property and Construction Sectors,0
1584029,2003,60,75,60,60,60,70,1,8014228.18,Property and Construction Sectors,0
1558875,2008,50,55,55,50,55,55,1,8019067.76,Trade,1
2923398,2006,60,72,60,50,50,50,1,8021333.25,Manufacturing,0
1583748,2007,53,50,50,47,50,50,1,8025004.58,Property and Construction Sectors,0
1582583,2008,50,50,50,55,50,50,0,8027127.73,Manufacturing,0
1558512,2001,50,60,50,50,50,40,0,8027725.03,Manufacturing,0
4415621,2008,56,50,54,55,55,50,0,8028805.54,Property and Construction Sectors,0
1592428,2005,65,54,60,62,60,66,1,8029740.54,Property and Construction Sectors,0
3366735,2006,75,70,70,70,70,75,0,8031114.59,Manufacturing,0
4828830,2008,70,70,70,70,70,70,0,8033308.38,Other,0
1573675,2008,50,50,65,42,53,48,0,8041404.81,Trade,1
1593522,2005,62,60,60,55,55,55,1,8043464.98,"Electricity, Gas and Water ",0
1561912,2002,65,70,60,55,60,65,1,8044337.9,Trade,0
1553170,2002,65,65,65,50,60,70,0,8046309,Trade,0
1616931,2002,50,50,45,45,45,50,1,8047165.04,Property and Construction Sectors,1
1633753,2006,55,50,52,45,50,45,0,8050839.29,Property and Construction Sectors,0
1593426,2003,65,50,50,50,55,50,0,8053492.13,Manufacturing,0
2829745,2008,51,49,51,50,51,50,1,8056398.25,Office Machinery and Computer Industries,1
2829745,2008,50,49,49,50,50,50,1,8056398.25,Office Machinery and Computer Industries,1
193804,2008,50,49,50,50,51,49,1,8056398.25,Manufacturing,1
1614442,2007,50,54,54,50,52,50,1,8056960,Property and Construction Sectors,1
4930026,2008,80,70,72,67,69,80,0,8057439.52,Office Machinery and Computer Industries,0
1558512,2004,50,55,45,45,50,45,0,8062025.93,Manufacturing,0
1620206,2008,50,55,50,50,40,55,0,8063625.09,"Transport, Storage and Communications Infrastructure",1
1620206,2008,59,57,56,53,57,53,0,8063625.09,"Transport, Storage and Communications Infrastructure",0
4305089,2008,49,50,48,40,49,49,1,8064770.29,Office Machinery and Computer Industries,1
1587820,2005,65,60,65,64,62,50,1,8072109.64,Manufacturing,0
1607178,2008,65,60,55,55,55,55,1,8072828.71,Property and Construction Sectors,0
1604186,2006,50,50,50,50,45,45,1,8079165.42,Manufacturing,0
1575929,2006,55,50,45,45,40,45,1,8079165.42,Manufacturing,0
1575929,2005,60,63,64,56,62,60,1,8079165.42,Manufacturing,0
1558395,2006,55,50,50,40,40,40,0,8080423.9,Manufacturing,0
2816983,2005,60,50,50,50,55,50,0,8083589.57,Property and Construction Sectors,0
1603752,2004,60,55,55,50,50,50,0,8084588.34,Property and Construction Sectors,0
1597206,2003,60,65,65,65,65,65,0,8090998.67,"Transport, Storage and Communications Infrastructure",0
1636214,2006,50,55,50,45,50,50,1,8091048.72,Trade,0
1636214,2006,50,55,50,45,50,50,1,8091048.72,Trade,0
1590428,2005,60,55,55,52,55,56,0,8091255.99,Manufacturing,0
189762,2007,55,55,50,50,50,55,0,8092776.86,Manufacturing,0
4657363,2007,58,52,53,50,50,50,1,8100189,Manufacturing,0
3367179,2008,70,65,70,65,65,75,0,8101552.89,"Agriculture, Livestock and Fisheries",0
1555721,2004,65,70,60,55,65,65,1,8104204.57,Manufacturing,0
1558995,2004,60,55,55,50,55,50,0,8105598.66,Office Machinery and Computer Industries,0
1561924,2008,62,56,43,50,55,52,0,8107574.29,Manufacturing,0
4437268,2008,50,50,47,49,49,50,1,8107699.82,Hotels and Leisure,1
4437268,2008,50,50,47,49,49,50,1,8107699.82,Hotels and Leisure,1
1631217,2008,60,60,55,50,55,50,1,8110189.92,Property and Construction Sectors,0
1607397,2008,60,60,55,50,55,55,1,8110189.92,Property and Construction Sectors,0
1607397,2008,55,55,50,50,55,55,1,8110189.92,Property and Construction Sectors,0
3357131,2007,60,69,75,66,75,75,0,8112509,Trade,0
3372821,2006,50,50,50,50,50,50,1,8112940.8,Manufacturing,0
3362899,2006,52,50,50,52,48,48,0,8121008.92,Manufacturing,0
3362899,2006,52,50,50,51,49,48,0,8121008.92,Manufacturing,0
2810542,2008,60,65,60,57,58,60,1,8127566.09,Manufacturing,0
3079257,2008,60,60,50,62,57,62,1,8127566.09,Manufacturing,0
2819004,2006,53,60,52,51,50,51,1,8129183.64,Trade,0
1560041,2006,52,60,55,50,50,52,1,8131459.59,Trade,0
1617197,2008,60,80,60,50,60,55,1,8136394.2,Trade,0
1634256,2008,65,70,65,68,60,67,1,8136394.2,Property and Construction Sectors,0
1630335,2008,60,70,50,52,50,55,1,8136394.2,Property and Construction Sectors,0
1606486,2008,68,65,60,60,60,60,1,8136394.2,Manufacturing,0
204477,2008,46,51,41,45,46,45,0,8137117.82,Property and Construction Sectors,1
1573817,2002,62,57,52,55,52,52,1,8142008.3,Manufacturing,0
4570052,2008,60,30,30,50,30,30,1,8143489.98,Property and Construction Sectors,0
1611776,2002,52,50,30,57,30,40,1,8145336.75,Manufacturing,0
1612903,2002,60,60,59,58,63,57,0,8145847,Property and Construction Sectors,0
202258,2002,54,56,55,54,51,60,1,8146317.38,Manufacturing,0
202258,2001,60,65,55,50,50,50,1,8146317.38,Manufacturing,0
1612608,2006,55,45,50,55,50,50,0,8152978.45,Trade,0
3988081,2008,60,60,55,50,55,55,1,8160119.25,Office Machinery and Computer Industries,0
1583748,2006,55,55,53,52,53,52,1,8160375,Property and Construction Sectors,0
1583748,2006,55,53,53,52,52,51,1,8160375,Property and Construction Sectors,0
1593362,2008,55,55,50,50,50,45,1,8169353.42,Manufacturing,0
1587199,2005,60,50,50,50,50,50,0,8172007.18,Property and Construction Sectors,0
4860174,2008,65,65,60,63,63,63,0,8174534.84,Manufacturing,0
4304415,2008,50,55,50,50,50,45,1,8176813.7,Office Machinery and Computer Industries,0
1607997,2006,75,75,70,85,90,87,0,8184354.39,Trade,0
1554498,2008,50,58,55,55,52,55,1,8184530.45,Trade,0
1572640,2003,60,65,60,65,60,60,1,8186004.17,Trade,0
1566311,2002,65,70,70,50,65,70,0,8186718.5,Manufacturing,0
3358911,2008,53,50,49,50,40,52,0,8186999.71,Manufacturing,0
1554837,2008,60,58,53,48,45,52,0,8187611,Manufacturing,0
2811285,2006,60,55,55,45,50,55,1,8188260.86,"Agriculture, Livestock and Fisheries",0
1558299,2003,60,65,55,50,55,60,1,8192045.48,"Agriculture, Livestock and Fisheries",0
1566298,2008,55,55,55,55,50,55,1,8197691.43,Manufacturing,0
3366021,2005,60,60,60,58,60,60,1,8200081.31,Hotels and Leisure,0
4295074,2006,45,50,50,50,40,45,0,8200963.78,"Electricity, Gas and Water ",0
1612927,2005,50,60,50,50,50,50,1,8206159.98,Manufacturing,0
1612927,2005,50,60,50,50,55,50,1,8206159.98,Manufacturing,0
1560303,2006,63,55,60,62,62,55,0,8206685.35,Manufacturing,0
1610649,2004,56,55,58,60,60,55,1,8210162.95,Manufacturing,0
4291611,2007,58,69,61,55,63,59,0,8213635.89,Trade,0
4308706,2006,55,58,53,56,53,52,0,8216027.95,Manufacturing,0
1564045,2008,49,58,58,58,55,57,1,8228506.57,Property and Construction Sectors,0
1604290,2008,60,57,59,60,61,59,1,8228883.6,Manufacturing,0
1559186,2001,50,60,60,55,55,50,1,8231132.08,Manufacturing,0
1556179,2002,55,60,52,52,52,55,1,8231306.58,Manufacturing,0
1593730,2006,42,54,49,49,50,50,1,8240911,Manufacturing,0
190789,2002,60,60,65,55,65,60,0,8241294.34,Property and Construction Sectors,0
1585299,2008,60,65,65,65,70,70,0,8244297.75,Manufacturing,0
200753,2007,56,54,55,52,52,50,1,8255000,Office Machinery and Computer Industries,0
4437418,2008,56,58,50,40,40,40,1,8256039.37,Hotels and Leisure,0
1601662,2005,57,58,55,56,55,50,1,8259566.1,Property and Construction Sectors,0
4291611,2006,60,75,64,62,65,60,0,8262416.21,Trade,0
1579675,2004,60,65,60,60,65,60,0,8263322.69,Manufacturing,0
1551838,2005,60,65,65,50,55,65,0,8267245.02,Trade,0
1552590,2004,61,52,51,50,50,50,1,8268043.45,Trade,0
190242,2001,65,60,60,45,50,50,0,8270972.31,Trade,0
4355096,2008,64,60,62,48,57,60,0,8272746.33,Hotels and Leisure,0
1557625,2003,55,55,50,45,50,50,0,8273398.73,Trade,0
191778,2008,45,50,48,50,50,53,1,8275377.56,Trade,0
1564307,2004,65,55,60,55,60,55,0,8275727.01,Office Machinery and Computer Industries,0
1590388,2006,52,60,50,50,50,50,1,8275935.5,Manufacturing,0
1593059,2003,60,65,65,55,65,70,1,8279712.34,Manufacturing,0
4298002,2008,63,58,60,55,60,60,1,8284776.9,Trade,0
4828178,2008,70,70,70,70,70,70,1,8286120.4,Trade,0
1590535,2004,65,60,65,65,60,60,0,8286953.57,Manufacturing,0
209174,2008,45,55,40,50,50,53,0,8295015.95,Extractive Industries ,0
1591881,2004,55,50,50,50,50,50,1,8296949.39,Manufacturing,0
1562924,2005,55,55,55,53,56,50,1,8301073,"Transport, Storage and Communications Infrastructure",0
191073,2005,55,55,55,53,56,51,1,8301073,"Transport, Storage and Communications Infrastructure",0
3371298,2008,55,65,55,50,50,55,1,8309048.85,Manufacturing,0
1583724,2006,58,60,60,52,53,59,0,8310639.07,Property and Construction Sectors,0
4303527,2006,60,63,55,55,55,54,1,8317147.7,Office Machinery and Computer Industries,0
3369465,2005,56,52,50,50,50,50,1,8318015.16,Trade,0
195789,2004,55,55,50,50,50,50,0,8325711.81,Trade,0
1617394,2005,60,55,53,52,51,50,1,8325836.44,Property and Construction Sectors,0
191388,2005,60,60,60,60,55,55,0,8327583.1,Trade,0
1583507,2004,45,50,55,50,55,55,1,8330711,Manufacturing,0
1573179,2004,60,65,60,60,60,65,1,8330937.45,Other,0
1573179,2004,60,70,70,55,70,60,1,8330937.45,Other,0
1606837,2006,70,80,60,65,70,70,0,8331009.69,Property and Construction Sectors,0
1591126,2004,51,50,50,50,50,50,1,8336647.88,Property and Construction Sectors,0
191494,2006,60,75,60,50,60,60,1,8337492.96,Other,0
1615372,2004,56,65,50,50,50,50,0,8341139.81,Manufacturing,0
1582179,2007,70,68,60,50,58,58,1,8341651.75,Manufacturing,0
1619294,2005,60,60,55,60,55,60,0,8344500.2,Manufacturing,0
3078729,2007,64,64,70,55,86,87,1,8345717.2,Trade,0
1563406,2005,60,60,65,60,60,65,1,8350747.07,Trade,0
4304523,2008,54,55,50,51,51,48,0,8354810.93,Property and Construction Sectors,0
1606671,2007,50,60,50,45,55,60,1,8357108.19,Property and Construction Sectors,1
3520995,2007,75,70,80,70,80,70,0,8357288.4,Manufacturing,0
4347989,2008,45,45,45,45,45,45,1,8360554.83,Manufacturing,1
4571184,2008,55,55,50,45,50,50,1,8360554.83,Manufacturing,0
3078670,2008,50,40,30,30,40,48,0,8368065.98,Other,1
1582109,2002,55,70,45,45,50,45,1,8371580.68,Manufacturing,0
2834099,2008,40,40,40,40,40,40,1,8372697.37,Office Machinery and Computer Industries,1
201343,2004,65,65,55,55,60,60,1,8375832.84,Manufacturing,0
1575262,2003,70,55,60,65,65,55,0,8376657.4,Manufacturing,0
4301824,2008,55,58,58,45,50,50,1,8383073.18,"Agriculture, Livestock and Fisheries",0
4307698,2008,50,50,50,50,50,50,1,8383931.35,Other,0
204477,2008,45,40,30,40,40,30,0,8384619.91,Property and Construction Sectors,1
1552141,2002,53,62,63,50,55,58,0,8385356.22,Trade,0
4686546,2008,55,50,55,50,45,45,1,8390098.57,Other,0
1558704,2000,55,60,55,50,55,55,1,8391889.37,Office Machinery and Computer Industries,0
1585682,2004,62,70,55,50,52,50,1,8393517.43,Manufacturing,0
1589177,2003,65,64,58,52,57,59,0,8397014.7,Manufacturing,0
1623539,2003,50,60,50,60,50,50,1,8401563.72,Property and Construction Sectors,0
1582754,2007,75,80,70,65,65,65,1,8402984.23,Manufacturing,0
1582754,2008,55,80,65,65,65,70,1,8402984.23,Manufacturing,0
198556,2001,60,60,60,50,65,65,1,8403579.63,Manufacturing,0
1569309,2005,55,60,55,55,60,60,1,8408352.01,"Agriculture, Livestock and Fisheries",0
4656734,2008,55,57,54,52,52,50,1,8409082.57,Office Machinery and Computer Industries,0
2818410,2008,57,58,60,56,56,59,0,8414101.51,Trade,0
4745081,2008,60,60,60,60,60,55,0,8415141.59,Property and Construction Sectors,0
190844,2008,51,66,51,52,51,53,1,8416401.45,Manufacturing,1
2818955,2003,60,65,60,58,60,55,0,8417865.57,Trade,0
201193,2008,52,59,56,49,56,59,1,8419116.61,Trade,0
1573675,2008,56,50,55,50,45,50,0,8419785.87,Trade,0
1576085,2004,59,60,60,55,55,60,1,8428046.32,Manufacturing,0
1591032,2005,59,60,60,56,58,57,1,8430018.62,"Transport, Storage and Communications Infrastructure",0
2817498,2008,51,50,50,45,45,40,1,8431244.61,Office Machinery and Computer Industries,0
4307838,2008,59,53,51,50,50,50,1,8431244.61,Other,0
1570461,2003,55,55,55,55,55,55,1,8434135.6,Trade,0
3085172,2005,65,70,55,60,50,60,1,8434791.95,Other,0
4745291,2008,55,60,60,55,65,55,0,8440516.7,Trade,0
4701713,2007,68,64,58,56,57,50,0,8440726.76,Property and Construction Sectors,0
1593622,2002,65,60,60,50,60,55,1,8443163.93,Manufacturing,0
3504798,2008,62,60,58,55,60,58,0,8447421.07,Manufacturing,0
1615816,2007,59,65,63,66,65,73,1,8453843.47,Manufacturing,0
1615816,2008,59,65,63,66,65,73,1,8453843.47,Manufacturing,0
4302931,2006,57,60,55,58,57,58,1,8455005.6,Manufacturing,0
1587020,2006,54,48,40,47,47,45,1,8455030.17,Hotels and Leisure,0
208772,2006,50,50,45,46,48,45,1,8455030.17,Hotels and Leisure,1
1556141,2004,65,70,70,60,70,70,0,8455413.44,Manufacturing,0
1595925,2006,53,52,50,50,52,50,0,8459028.36,Manufacturing,0
1571767,2002,60,70,65,65,65,50,1,8459858.78,Property and Construction Sectors,0
1601896,2008,58,60,58,50,50,55,1,8466580.22,Property and Construction Sectors,0
1553404,2007,60,65,60,50,60,65,1,8467375.97,Manufacturing,0
1564545,2003,50,60,55,65,65,55,1,8469342.97,Office Machinery and Computer Industries,0
1628622,2005,50,60,50,50,50,50,1,8470713.22,Office Machinery and Computer Industries,0
3357952,2006,50,60,50,50,50,50,1,8470713.22,Property and Construction Sectors,0
1579945,2008,50,65,50,50,55,55,1,8471894.89,Property and Construction Sectors,0
203657,2008,52,50,50,45,45,50,0,8473837.79,Manufacturing,0
1564301,2008,60,60,65,55,55,60,0,8478193.29,Trade,0
1585761,2006,60,55,52,50,50,50,0,8486003.44,Property and Construction Sectors,0
2887250,2007,60,55,50,50,52,60,1,8492044.43,Trade,0
1613254,2006,59,63,56,50,55,50,0,8496502,"Transport, Storage and Communications Infrastructure",0
2900919,2008,53,53,52,38,48,38,1,8507646.9,Manufacturing,0
3357208,2005,70,70,65,70,75,70,1,8508203.38,Property and Construction Sectors,0
4607012,2008,70,70,70,70,70,70,0,8514905.23,Office Machinery and Computer Industries,0
1553538,2006,50,50,40,40,40,40,0,8519792.39,Manufacturing,1
1553538,2005,50,53,40,40,40,40,0,8519792.39,Manufacturing,1
1562909,2003,65,55,60,60,60,60,0,8520673,Trade,0
1560704,2008,55,51,50,48,48,49,0,8521634.51,Manufacturing,0
4295157,2008,58,61,54,56,54,61,0,8527255.6,Office Machinery and Computer Industries,0
1615707,2005,45,40,40,40,30,50,0,8528260.23,Manufacturing,1
4528045,2008,60,60,61,56,61,61,1,8528449.05,"Transport, Storage and Communications Infrastructure",0
3988062,2007,60,60,60,60,60,60,1,8530140.95,Property and Construction Sectors,0
1585744,2003,55,55,60,60,60,50,1,8534904.84,Property and Construction Sectors,0
2820266,2004,55,60,55,50,55,55,0,8538626.93,Office Machinery and Computer Industries,0
3360646,2008,58,55,55,58,58,59,1,8544392.29,Trade,0
1610628,2007,50,50,50,49,48,45,0,8549510.61,Property and Construction Sectors,1
1610628,2007,50,45,35,45,35,35,0,8549510.61,Property and Construction Sectors,1
3082064,2007,50,70,55,48,55,48,1,8549774.98,Property and Construction Sectors,0
1552321,2003,60,65,62,52,52,68,1,8554534.42,Trade,0
3079206,2008,65,68,65,50,65,65,1,8559565.82,Manufacturing,0
1582692,2003,50,40,50,50,45,40,0,8562079.23,Manufacturing,1
1600810,2002,54,50,50,52,50,51,1,8565619.36,Trade,0
1561475,2004,58,55,55,52,52,50,0,8568734.21,Property and Construction Sectors,0
2811182,2000,70,70,70,80,80,80,1,8581356.98,Trade,0
1624868,2006,55,50,50,50,50,50,1,8584815.95,Trade,0
3375911,2008,50,52,55,53,50,57,1,8585278.36,Property and Construction Sectors,1
4549196,2007,55,55,55,50,50,55,1,8587953.21,Property and Construction Sectors,0
3363377,2007,50,50,50,55,55,55,1,8587953.21,Property and Construction Sectors,1
3366113,2008,56,57,55,50,58,50,0,8588357.03,Trade,0
1624103,2008,50,50,59,50,51,54,1,8589577.88,Property and Construction Sectors,0
4897256,2008,60,55,55,55,55,55,1,8597256.61,Office Machinery and Computer Industries,0
3366987,2007,40,40,40,40,40,40,1,8597514.44,Other,1
1590348,2004,60,58,60,57,60,55,1,8598438.84,Office Machinery and Computer Industries,0
3358911,2008,48,48,42,55,41,45,0,8600501.65,Manufacturing,1
3358911,2008,48,48,42,55,45,41,0,8600501.65,Manufacturing,1
4719538,2008,50,55,50,50,50,45,0,8602889.1,Property and Construction Sectors,1
3373340,2005,55,60,55,55,55,50,0,8603102.93,Property and Construction Sectors,0
1608423,2006,60,55,60,60,55,55,1,8607716.83,Trade,0
1627482,2005,65,62,57,62,56,55,0,8614572.35,Manufacturing,0
2403439,2002,60,60,50,48,55,55,1,8621042.52,Manufacturing,0
4658551,2008,65,70,55,50,55,50,1,8623484.56,"Transport, Storage and Communications Infrastructure",0
203606,2006,50,57,56,49,52,54,1,8623896.47,Other,1
1607068,2008,48,50,49,50,48,49,1,8627771.07,Manufacturing,0
3084652,2008,60,60,55,60,65,50,1,8638591.41,Trade,0
3366163,2008,62,58,58,63,62,60,0,8640010.21,Trade,0
3366163,2008,55,55,55,60,55,55,0,8640010.21,Trade,0
4436413,2006,55,50,50,60,50,50,0,8641320.58,Other,0
4003749,2006,60,55,55,50,55,50,0,8642275.66,Property and Construction Sectors,0
1593855,2004,52,58,55,55,50,50,1,8643750.91,Manufacturing,0
4437906,2008,56,55,55,50,52,55,0,8645238.57,Other,0
4437906,2008,52,50,45,50,48,45,0,8645238.57,Other,0
4656603,2008,66,66,65,62,63,58,0,8647389.07,Office Machinery and Computer Industries,0
1624943,2005,65,58,55,50,55,56,0,8647517.08,Trade,0
4331544,2007,75,70,70,85,65,85,0,8647628.49,Office Machinery and Computer Industries,0
1557191,2004,65,65,60,60,60,70,1,8650631.38,Property and Construction Sectors,0
1621987,2003,60,55,60,55,55,55,0,8652499.38,Property and Construction Sectors,0
2810622,2003,63,60,60,62,62,62,0,8653335.98,Manufacturing,0
1557055,2004,62,64,60,59,60,59,0,8653381.61,Trade,0
1557055,2005,60,63,56,56,55,56,0,8653381.61,Trade,0
1635266,2008,50,55,50,50,50,50,1,8658245.51,Property and Construction Sectors,0
1635266,2007,50,60,45,50,50,50,1,8658245.51,Property and Construction Sectors,0
2412023,2008,50,60,50,50,50,50,0,8658768.67,Office Machinery and Computer Industries,1
2412023,2008,50,60,45,50,45,50,0,8658768.67,Office Machinery and Computer Industries,1
2412023,2008,65,60,55,55,55,50,0,8658768.67,Office Machinery and Computer Industries,0
4300561,2008,50,50,50,45,55,50,0,8669174.62,Trade,1
2887682,2008,48,49,47,45,49,45,0,8673154.49,"Electricity, Gas and Water ",0
1583748,2005,60,65,60,55,60,60,1,8687096.83,Property and Construction Sectors,0
1594854,2008,55,60,50,50,50,50,1,8687230.67,"Agriculture, Livestock and Fisheries",0
1558929,2005,50,60,40,40,50,35,1,8690591.86,Trade,0
1564519,2005,55,60,50,50,50,45,1,8690591.86,Property and Construction Sectors,0
190056,2007,62,70,60,50,60,54,1,8690831.85,Property and Construction Sectors,0
1622243,2006,64,75,72,68,68,70,1,8691989.59,Office Machinery and Computer Industries,0
1606693,2003,50,50,50,50,50,50,1,8692885.29,"Agriculture, Livestock and Fisheries",0
1602044,2004,62,55,55,58,56,58,0,8693652.54,Manufacturing,0
1570292,2006,55,65,50,40,50,50,1,8697899.59,Property and Construction Sectors,0
3385995,2008,56,50,55,45,55,64,0,8704525.35,Office Machinery and Computer Industries,0
2818385,2003,55,65,60,55,55,60,1,8706093.14,Trade,0
1616623,2005,50,60,55,50,50,50,1,8707890.26,Manufacturing,0
202842,2003,65,65,65,65,65,65,1,8712165.14,Manufacturing,0
1559136,2005,48,58,50,40,45,47,0,8719197.12,Manufacturing,1
1559136,2005,45,58,50,45,45,47,0,8719197.12,Manufacturing,1
1617664,2003,55,60,60,55,60,65,1,8721837.01,"Agriculture, Livestock and Fisheries",0
4436754,2006,55,52,52,55,55,51,0,8729434.26,Trade,0
4436754,2006,68,65,63,60,60,62,0,8729434.26,Trade,0
2833293,2007,65,55,50,60,55,50,0,8732708.01,Property and Construction Sectors,0
1551931,2008,50,55,45,47,49,50,1,8737125.74,Trade,0
1557899,2001,65,65,60,65,70,65,1,8739333.62,Office Machinery and Computer Industries,0
1569175,2006,57,59,56,50,60,61,0,8739896.21,Property and Construction Sectors,0
3364151,2005,55,52,51,55,51,55,0,8744294.55,Office Machinery and Computer Industries,0
2824502,2006,60,60,65,60,60,65,1,8744696.94,Property and Construction Sectors,0
1555907,2003,60,75,65,65,65,70,1,8748009.78,Manufacturing,0
1580701,2005,58,55,57,58,59,58,0,8750357.95,Manufacturing,0
1576007,2002,65,60,60,60,60,60,1,8752996.62,Property and Construction Sectors,0
1591900,2007,65,63,56,40,58,50,1,8753183.74,Office Machinery and Computer Industries,0
2810724,2008,58,58,57,47,48,49,0,8753556.57,"Agriculture, Livestock and Fisheries",0
1619340,2008,50,50,50,55,60,55,0,8758179.52,Manufacturing,0
3375534,2007,65,60,50,55,52,55,0,8760203.54,Property and Construction Sectors,0
203332,2008,54,60,55,55,55,50,0,8761057.78,"Transport, Storage and Communications Infrastructure",0
3360371,2008,57,55,55,53,60,55,0,8766947.51,"Electricity, Gas and Water ",0
4461254,2006,58,66,60,60,61,58,1,8767327.39,"Agriculture, Livestock and Fisheries",0
2922805,2008,61,67,59,56,64,63,0,8771223.51,"Agriculture, Livestock and Fisheries",0
1586283,2007,66,70,56,41,75,79,1,8772120.67,"Transport, Storage and Communications Infrastructure",0
1607932,2003,60,60,65,65,70,65,1,8775950.6,Extractive Industries ,0
3078889,2007,50,55,55,60,55,50,1,8779398.46,Office Machinery and Computer Industries,0
1582633,2005,65,68,60,55,60,60,0,8780305.84,Trade,0
1556961,2008,60,65,55,55,55,60,1,8786689.28,Manufacturing,0
1563385,2006,67,60,72,67,75,69,0,8787161.65,Trade,0
4767004,2008,51,61,52,52,54,56,1,8787822.53,Office Machinery and Computer Industries,0
1596192,2004,62,55,62,55,60,55,1,8790130.02,Property and Construction Sectors,0
1554099,2003,60,63,60,50,60,60,1,8795014.45,Manufacturing,0
2398065,2002,50,55,50,50,50,50,1,8795090.54,Trade,0
1596771,2005,50,60,50,50,50,50,1,8795578.65,Trade,0
1585319,2008,50,58,45,51,55,50,0,8799117.18,"Transport, Storage and Communications Infrastructure",0
1551621,2004,55,55,50,50,50,65,1,8799657.25,Manufacturing,0
1596726,2006,54,60,63,60,68,72,1,8801543.69,Manufacturing,0
3864016,2008,60,56,49,50,52,50,0,8801740.29,Property and Construction Sectors,0
1603556,2001,60,60,50,40,50,40,0,8802351.26,Other,0
1553165,2008,58,60,55,50,60,50,1,8812846.92,Manufacturing,0
1608008,2006,60,62,62,60,62,62,0,8830752.33,Manufacturing,0
203207,2005,54,55,52,51,52,53,0,8831494.28,Manufacturing,0
1596152,2004,60,65,60,65,60,65,0,8834648.77,Manufacturing,0
1590428,2006,55,55,55,51,55,55,0,8837943.7,Manufacturing,0
4787310,2008,65,60,60,55,60,68,0,8839986.33,Trade,0
1594854,2008,55,65,55,55,55,50,1,8843394.73,"Agriculture, Livestock and Fisheries",0
1592964,2000,60,50,60,65,60,65,1,8844270.74,"Transport, Storage and Communications Infrastructure",0
1570891,2002,53,60,53,55,60,60,0,8846172.23,Manufacturing,0
